OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4698,2022-107P,2024-08-16T09:19:17.191488,15.09941023,0.0001927,53.217,293.8851,48.8328,311.283,0,U,53713,999,10831,0.0007689,0.00012344,0
STARLINK-4688,2022-107Q,2024-08-16T08:05:20.969664,15.08840877,0.000156,53.2162,269.3124,96.0816,264.0354,0,U,53714,999,10865,9.0822e-05,1.158e-05,0
STARLINK-4686,2022-107R,2024-08-16T09:40:03.482976,15.08853739,0.0001313,53.216,293.958,108.6733,251.4401,0,U,53715,999,10832,0.00032831,4.943e-05,0
STARLINK-4699,2022-107S,2024-08-16T09:34:46.038144,15.08828445,0.00015,53.216,293.9325,96.9201,263.1962,0,U,53716,999,10831,0.00013848,1.916e-05,0
STARLINK-4695,2022-107U,2024-08-16T09:20:20.228064,15.0884392,0.0001231,53.2154,294.5672,78.1851,281.9279,0,U,53718,999,10830,0.00089316,0.00013957,0
STARLINK-4644,2022-107V,2024-08-16T07:47:26.811168,15.08857782,0.0001752,53.216,264.2148,67.2669,292.8509,0,U,53719,999,10873,0.00048113,7.381e-05,0
STARLINK-4642,2022-107W,2024-08-16T09:45:22.115808,15.08852547,0.000182,53.2169,293.9783,74.7375,285.3819,0,U,53720,999,10832,0.00035317,5.339e-05,0
STARLINK-4707,2022-107X,2024-08-16T09:55:58.645344,15.08846708,0.000173,53.2169,294.0282,103.4294,256.6891,0,U,53721,999,10832,0.00030422,4.558e-05,0
STARLINK-4700,2022-107Y,2024-08-16T10:06:34.999488,15.08842426,0.0001807,53.217,294.0696,86.0578,274.0621,0,U,53722,999,10831,-0.00052122,-8.574e-05,0
STARLINK-4705,2022-107Z,2024-08-16T09:29:26.594016,15.08868456,0.0001621,53.2166,293.9161,63.8814,296.2345,0,U,53723,999,10846,-0.00027965,-4.739e-05,0
STARLINK-4663,2022-107AA,2024-08-16T09:50:40.128288,15.08849645,0.0001512,53.2164,294.0045,77.029,283.0871,0,U,53724,999,10832,2.0048e-06,-2.56e-06,0
STARLINK-4697,2022-107AC,2024-08-16T10:01:17.266944,15.088444,0.000173,53.2183,294.0547,105.7241,254.3942,0,U,53726,999,10832,6.0376e-05,6.73e-06,0
STARLINK-4701,2022-107AD,2024-08-16T10:17:11.974848,15.08838746,0.0001603,53.2143,294.1167,70.3118,289.8047,0,U,53727,999,10846,-2.4003e-05,-6.7e-06,0
STARLINK-4640,2022-107AE,2024-08-16T10:11:54.007296,15.08844273,0.0001326,53.2159,294.0941,89.4638,270.6506,0,U,53728,999,10846,0.00072735,0.00011308,0
STARLINK-4651,2022-107AF,2024-08-16T10:33:07.638336,15.08847992,0.0001512,53.2159,294.1834,88.4825,271.634,0,U,53729,999,10849,3.2789e-06,-2.36e-06,0
STARLINK-4641,2022-107AG,2024-08-16T10:22:30.763200,15.08840681,0.0001463,53.2161,294.1446,90.5874,269.5285,0,U,53730,999,10846,7.1831e-05,8.55e-06,0
STARLINK-4636,2022-107AH,2024-08-16T09:03:02.777472,15.08845703,0.0001965,53.2159,294.5025,96.8808,263.2408,0,U,53731,999,10848,0.0004436,6.78e-05,0
STARLINK-4661,2022-107AJ,2024-08-16T10:29:11.786208,15.08870989,0.0001088,53.2152,294.1701,65.8057,294.3049,0,U,53732,999,10846,0.0013374,0.00021079,0
STARLINK-4574,2022-107AK,2024-08-16T09:13:40.001664,15.08841149,0.000175,53.2142,294.552,137.7589,222.3538,0,U,53733,999,10848,0.00015704,2.212e-05,0
STARLINK-4616,2022-107AL,2024-08-16T10:27:48.960576,15.08853202,8.17e-05,53.2147,294.1642,113.4574,246.6504,0,U,53734,999,10849,0.00087199,0.00013622,0
STARLINK-4618,2022-107AM,2024-08-16T09:54:38.952576,15.0884066,0.0001413,53.2187,304.0125,76.3621,283.7528,0,U,53735,999,10835,-0.00011998,-2.197e-05,0
STARLINK-4652,2022-107AN,2024-08-16T09:08:20.975712,15.08858488,0.0002611,53.2145,294.5275,98.8237,261.3051,0,U,53736,999,10848,0.00074625,0.00011615,0
STARLINK-4646,2022-107AP,2024-08-16T09:59:57.508512,15.08857988,0.0002425,53.2165,304.0302,99.611,260.5156,0,U,53737,999,10850,9.759e-05,1.266e-05,0
STARLINK-4662,2022-107AQ,2024-08-16T09:49:20.635104,15.08853696,0.0001687,53.2151,303.9879,68.1683,291.9488,0,U,53738,999,10835,0.00011999,1.623e-05,0
STARLINK-4607,2022-107AS,2024-08-16T10:05:15.481248,15.08850777,0.0002047,53.2152,304.0462,126.3176,233.8006,0,U,53740,999,10850,7.258e-05,8.67e-06,0
STARLINK-4614,2022-107AT,2024-08-16T09:34:10.129440,15.08827835,0.0001503,53.2168,289.0285,73.5191,286.5966,0,U,53741,999,10871,0.00017871,2.556e-05,0
STARLINK-4637,2022-107AU,2024-08-16T10:10:34.495104,15.08847788,0.000123,53.2175,304.0757,81.9074,278.2057,0,U,53742,999,10850,0.00013966,1.936e-05,0
STARLINK-4645,2022-107AV,2024-08-16T10:31:47.667360,15.08843119,0.0001539,53.2175,304.1609,117.6397,242.4752,0,U,53743,999,10850,-8.2819e-05,-1.606e-05,0
STARLINK-4670,2022-107AW,2024-08-16T09:28:07.334976,15.08839623,0.0001156,53.2171,303.9024,102.0761,258.036,0,U,53744,999,10850,0.00056398,8.699e-05,0
STARLINK-4656,2022-107AX,2024-08-16T09:01:42.850560,15.08851884,0.0001319,53.2162,304.4906,72.3908,287.7228,0,U,53745,999,10849,0.00048435,7.431e-05,0
STARLINK-4589,2022-107AY,2024-08-16T10:26:29.057856,15.08869032,0.0001393,53.2173,304.1434,109.4526,250.6617,0,U,53746,999,10850,0.0017172,0.00027169,0
STARLINK-4669,2022-107BA,2024-08-16T09:07:01.193952,15.08840176,0.000178,53.2166,304.5186,112.4535,247.6646,0,U,53748,999,10849,0.00024064,3.544e-05,0
STARLINK-4680,2022-107BB,2024-08-16T09:19:00.392736,15.18867641,0.0005097,53.2124,299.673,354.8845,5.2099,0,U,53749,999,10777,0.0028923,0.00061247,0
STARLINK-4612,2022-107BC,2024-08-16T09:12:19.790496,15.0884693,8.67e-05,53.2172,304.5422,22.6639,337.4392,0,U,53750,999,10771,0.00012508,1.704e-05,0
SHERPA-LTC2,2022-107BG,2024-08-16T02:26:05.368128,14.57713246,0.0440497,53.2366,155.6334,165.9391,195.4319,0,U,53754,999,10434,0.00049516,8.823e-05,0
CENTISPACE-1 S3,2022-108A,2024-08-16T21:02:58.895520,14.59427665,0.0010118,53.533,299.9118,12.171,347.9507,0,U,53757,999,10372,0.00059501,2.656e-05,0
CENTISPACE-1 S4,2022-108B,2024-08-16T16:39:08.491392,14.5972683,0.0009242,53.5304,300.6933,357.945,2.1485,0,U,53758,999,10369,0.00076688,3.502e-05,0
YAOGAN-35 05A,2022-109A,2024-08-16T11:12:28.456992,15.2392345,0.0022221,35.0002,230.6783,33.6823,326.53,0,U,53760,999,10844,0.001244,0.00031109,0
YAOGAN-35 05B,2022-109B,2024-08-16T10:59:09.316608,15.23099974,0.000345,34.9907,234.2588,116.2235,243.8835,0,U,53761,999,10836,0.001382,0.00033511,0
YAOGAN-35 05C,2022-109D,2024-08-16T11:03:19.047168,15.23075327,0.0004256,34.9921,234.3133,166.3962,193.6868,0,U,53763,999,10836,0.001083,0.00026209,0
CHUANGXIN 16B (CX-16B),2022-102B,2024-08-16T15:36:35.887104,15.04588284,0.00032,28.996,12.5926,230.6483,129.3832,0,U,53876,999,10452,0.0017471,0.00025348,0
CHECKMATE 8,2023-050A,2024-08-16T10:02:30.894432,13.8473884,0.0005609,81.0053,354.0199,330.7368,29.3473,0,U,56162,999,6944,0.00031152,3.61e-06,0
CHECKMATE 5,2023-050B,2024-08-16T16:32:29.648256,13.84779087,0.0005798,81.0043,353.6601,328.2791,31.8015,0,U,56163,999,6949,0.00028078,3.27e-06,0
CHECKMATE 4,2023-050C,2024-08-16T18:54:14.515200,13.84650881,0.0004824,81.0047,353.645,343.4123,16.6874,0,U,56164,999,6949,0.00027687,3.22e-06,0
CHECKMATE 6,2023-050D,2024-08-16T09:11:26.851488,13.84804669,0.0005428,81.0078,354.1053,325.7557,34.3249,0,U,56165,999,6938,0.00027332,3.19e-06,0
CHECKMATE 7,2023-050E,2024-08-16T10:20:09.799872,13.84870659,0.0005611,81.0038,353.7933,322.9995,37.0773,0,U,56166,999,6939,0.00037849,4.38e-06,0
CHECKMATE 2,2023-050F,2024-08-16T10:03:41.033088,13.84931017,0.0006239,81.0078,353.9848,324.3859,35.688,0,U,56167,999,6939,0.00034789,4.04e-06,0
CHECKMATE 1,2023-050G,2024-08-16T09:14:25.111104,13.84777059,0.001054,81.0074,354.0988,355.0576,5.0474,0,U,56168,999,6938,0.00029853,3.47e-06,0
CHECKMATE 3,2023-050H,2024-08-16T09:20:54.028608,13.84988659,0.0005829,81.0061,353.8669,317.9023,42.1685,0,U,56169,999,6939,0.00030083,3.51e-06,0
BB 2,2023-050J,2024-08-16T13:09:48.550176,13.79324642,0.0009046,81.0054,357.912,287.0775,72.9387,0,U,56170,999,6915,0.00097547,1.012e-05,0
BB 1,2023-050K,2024-08-15T21:35:26.695392,13.79362488,0.0014476,81.0054,358.3665,293.8722,66.0914,0,U,56171,999,6907,0.00044854,4.71e-06,0
INTELSAT 40E (IS-40E),2023-052A,2024-08-14T21:10:57.911808,1.00270945,0.0002494,0.013,118.3095,39.8379,32.3714,0,U,56174,999,510,0,-1.66e-06,0
FALCON 9 R/B,2023-052B,2024-08-15T08:59:31.214112,3.16318342,0.666266,26.8565,204.7462,235.633,42.9873,0,U,56175,999,1446,0.0015245,0.00104072,-1.8144e-07
IMECE,2023-054A,2024-08-16T20:41:31.404192,14.66184436,0.0009107,98.1667,129.3354,108.0221,252.1976,0,U,56178,999,7235,0.00035296,1.894e-05,0
ORBASTRO-AF 1,2023-054B,2024-08-16T20:15:28.876608,15.33651209,0.0005249,97.3534,124.6618,353.5885,6.529,0,U,56179,999,7527,0.00093566,0.00030461,0
DEWASAT-2,2023-054C,2024-08-16T19:51:19.825920,15.52105674,0.0002315,97.3595,129.3412,19.0796,341.0543,0,U,56180,999,7554,0.0019189,0.00117333,0
KILICSAT,2023-054D,2024-08-16T21:20:56.029632,15.44316555,0.0003039,97.3528,127.5812,350.1589,9.9599,0,U,56181,999,7546,0.0015238,0.0007066,0
LEMUR-2-ONREFLECTION,2023-054E,2024-08-16T06:26:46.786848,15.59712275,0.0001795,97.345,129.3262,152.7594,207.3758,0,U,56182,999,7555,0.0025682,0.00210118,0
SATELIOT_0,2023-054F,2024-08-16T20:07:26.372352,15.37169979,0.0003447,97.3508,125.5837,334.4745,25.6328,0,U,56183,999,7534,0.0010986,0.00040065,0
SSS-2B,2023-054G,2024-08-16T19:53:32.836992,15.47260848,0.0002864,97.3595,128.5413,348.5619,11.5566,0,U,56184,999,7549,0.0016953,0.00087116,0
BRO-9,2023-054H,2024-08-16T21:00:51.798528,15.32238222,0.0005659,97.354,124.5815,334.1349,25.9609,0,U,56185,999,7527,0.00075228,0.00023394,0
GHGSAT-C8,2023-054J,2024-08-16T20:30:30.787200,15.3134497,0.0006118,97.3585,124.7704,339.6829,20.4168,0,U,56186,999,7526,0.00089195,0.00027005,0
LEMUR-2-SPACEGUS,2023-054K,2024-08-15T14:42:49.654080,16.17835503,0.000926,97.3168,131.1787,180.7573,179.3702,0,U,56187,999,7561,0.002009,0.03230231,2.381e-06
CIRBE,2023-054L,2024-08-16T18:53:58.165728,15.66641139,0.0002661,97.3499,131.7012,142.6803,217.4643,0,U,56188,999,7572,0.0022403,0.00240883,0
IT'S ABOUT TIME,2023-054M,2024-08-16T06:06:16.869024,15.37140914,0.0005152,97.3592,125.6636,332.1455,27.9513,0,U,56189,999,7526,0.0010991,0.00040055,0
NUSAT-36 (ANNIE CANNON),2023-054N,2024-08-16T19:15:07.882848,15.40257744,0.000341,97.3511,126.5828,316.9052,43.1927,0,U,56190,999,7540,0.00132,0.00053338,0
HAWK-7A,2023-054P,2024-08-16T17:34:29.462016,15.19888124,0.00062,97.3627,119.9698,290.9633,69.0938,0,U,56191,999,7491,0.0007072,0.00015142,0
ION SCV-010,2023-054Q,2024-08-16T06:12:22.836960,15.16283286,0.0019009,97.4605,116.9439,30.5614,329.6723,0,U,56192,999,7430,0.00058461,0.00011312,0
HAWK-7B,2023-054R,2024-08-16T04:55:55.367616,15.1986563,0.0007268,97.3535,118.1024,308.2739,51.7842,0,U,56193,999,7483,0.00059407,0.00012699,0
NORSAT-TD,2023-054S,2024-08-16T20:33:00.680832,15.38391481,0.0008259,97.3553,126.4734,10.5637,349.578,0,U,56194,999,7538,0.0012037,0.00045751,0
GHOST-1,2023-054T,2024-08-16T19:20:25.452960,15.33231335,0.0006493,97.3555,124.9683,316.9638,43.1096,0,U,56195,999,7528,0.00090736,0.00029151,0
VIGORIDE-6,2023-054U,2024-08-16T05:39:54.043488,15.53670462,0.0003115,97.3481,128.847,44.1349,316.0152,0,U,56196,999,7549,0.0021067,0.0013661,0
GHOST-2,2023-054V,2024-08-16T06:26:24.804096,15.35479586,0.0006522,97.3547,125.1878,319.0127,41.0625,0,U,56197,999,7525,0.00093675,0.00032332,0
UMBRA-06,2023-054W,2024-08-16T06:11:23.493984,15.33848072,0.0005092,97.3467,117.4159,123.769,236.4038,0,U,56198,999,7475,0.0034282,0.00113746,0
TOMORROW-R1,2023-054X,2024-08-16T05:44:50.330688,15.40203213,0.0005338,97.3576,126.5846,319.5307,40.5541,0,U,56199,999,7533,0.0011204,0.00045143,0
HAWK-7C,2023-054Y,2024-08-16T14:24:35.943264,15.19879769,0.0006275,97.3535,119.2816,305.1692,54.8955,0,U,56200,999,7489,0.00067369,0.00014416,0
NUSAT-39 (TIKVAH ALPER),2023-054Z,2024-08-16T19:07:34.413312,15.36701872,0.0005549,97.355,125.8852,325.312,34.7761,0,U,56201,999,7534,0.0013101,0.00047137,0
NUSAT-38 (MARIA AGNESI),2023-054AA,2024-08-16T20:51:41.735520,15.36436237,0.000616,97.3566,126.0373,318.0848,41.9924,0,U,56202,999,7535,0.0012404,0.00044234,0
NUSAT-37 (JOAN CLARKE),2023-054AB,2024-08-16T19:59:39.238656,15.37549107,0.000644,97.3177,124.3907,302.6698,57.3925,0,U,56203,999,7537,0.0012212,0.00045144,0
GHGSAT-C6,2023-054AC,2024-08-16T21:00:43.226784,15.31345201,0.0008826,97.361,125.1867,308.4029,51.6419,0,U,56204,999,7528,0.00061709,0.0001865,0
FACSAT-2,2023-054AD,2024-08-16T20:58:27.482016,15.37961575,0.0008414,97.3598,127.4029,296.6883,63.35,0,U,56205,999,7543,0.00091681,0.00034295,0
TAIFA-1,2023-054AG,2024-08-16T20:25:20.701056,15.40812737,0.0005628,97.3481,127.0351,285.6924,74.3701,0,U,56208,999,7545,0.0011584,0.00047642,0
GHGSAT-C7,2023-054AH,2024-08-16T19:59:07.172160,15.31348204,0.000851,97.3572,124.9995,298.6553,61.3832,0,U,56209,999,7528,0.00087185,0.00026409,0
CONNECTA T2.1,2023-054AJ,2024-08-16T19:00:06.335136,15.37394107,0.0007162,97.3519,126.2599,298.0402,62.0118,0,U,56210,999,7538,0.0010008,0.00036763,0
INSPIRE-SAT 7,2023-054AK,2024-08-16T18:38:49.375968,15.72283785,0.0004031,97.3499,133.2726,165.3261,194.812,0,U,56211,999,7581,0.002314,0.00316493,0
ROSEYCUBESAT-1,2023-054AL,2024-08-16T05:47:45.317472,15.85925647,0.0006338,97.3487,134.1988,165.0621,195.0838,0,U,56212,999,7582,0.0024499,0.00641389,0
SAPLING GIGANTEUM,2023-054AM,2024-08-16T06:56:46.658688,15.72035565,0.000417,97.3428,132.3708,170.0592,190.0754,0,U,56213,999,7574,0.0021473,0.0028972,0
LS3C,2023-054AN,2024-08-16T06:08:01.126176,15.59731536,0.0002517,97.3524,131.1141,244.4354,115.6642,0,U,56214,999,7564,0.0018106,0.00147063,0
VCUB1,2023-054AP,2024-08-16T15:27:29.749248,15.53891794,0.000292,97.3544,131.1146,256.1091,103.9838,0,U,56215,999,7559,0.0013464,0.00087431,0
KEPLER-20,2023-054AR,2024-08-16T05:09:35.446176,15.32911702,0.0007309,97.3625,124.7322,323.0759,36.9979,0,U,56217,999,7519,0.00083227,0.0002646,0
KEPLER-21,2023-054AS,2024-08-16T06:15:27.307008,15.32249726,0.0005469,97.3531,123.8779,320.3142,39.7699,0,U,56218,999,7517,0.00082259,0.00025603,0
LLITED B,2023-054AT,2024-08-16T18:50:52.297728,16.00718646,0.0009144,97.337,133.9166,167.9131,192.2369,0,U,56219,999,7587,0.003047,0.01579574,0.0014801
LLITED A,2023-054AU,2024-08-16T05:42:55.731456,15.91758946,0.0007831,97.3381,132.9639,158.1897,201.9712,0,U,56220,999,7576,0.0027055,0.00877664,0.00032623
IRIS-C,2023-054AV,2024-08-16T05:44:40.259904,15.58855861,6.11e-05,97.3514,129.7823,192.6325,167.4916,0,U,56221,999,7554,0.0021029,0.00165647,0
DISCO-1,2023-054AW,2024-08-16T05:45:03.506688,15.44908223,0.0004672,97.3511,127.1081,308.0269,52.0558,0,U,56222,999,7537,0.0014835,0.00070191,0
REVELA,2023-054AY,2024-08-16T05:14:02.474016,15.47862857,0.0001015,97.3524,128.2937,283.2176,76.8961,0,U,56224,999,7544,0.0015173,0.00079513,0
AAC-HSI-SAT1,2023-054AZ,2024-08-16T21:02:24.827136,15.06923655,0.0008867,97.4577,116.5563,270.0432,89.978,0,U,56225,999,7434,0.00042218,6.254e-05,0
FENGYUN 3G,2023-055A,2024-08-16T20:07:07.630464,15.52170334,0.0034686,49.9946,197.7676,303.1262,56.6377,0,U,56232,999,7596,0.0010439,0.00066178,0
STARLINK-30107,2023-056B,2024-08-16T06:06:54.745056,15.02563503,2.96e-05,42.9968,70.0306,264.9912,95.0896,0,U,56287,999,7426,0.0020655,0.00027829,0
STARLINK-30106,2023-056C,2024-08-15T06:58:46.497216,15.02544927,0.0001122,43.0016,74.8556,234.4972,125.5766,0,U,56288,999,7347,0.0013071,0.00017501,0
STARLINK-30095,2023-056D,2024-08-16T20:24:21.469536,15.02558322,0.0001407,43.0026,40.6158,283.346,76.7226,0,U,56289,999,7401,0.00016919,2.084e-05,0
STARLINK-30103,2023-056E,2024-08-16T21:11:26.388384,15.02541523,0.0001702,43.0015,66.1624,246.6619,113.4044,0,U,56290,999,7372,0.0002486,3.157e-05,0
STARLINK-30113,2023-056F,2024-08-15T07:03:34.385472,15.02516056,0.0001144,43.0006,74.8721,269.8045,90.2666,0,U,56291,999,7348,0.0014091,0.00018872,0
STARLINK-30098,2023-056G,2024-08-16T09:56:32.769888,15.02549455,0.0001058,43.0015,68.6492,265.0127,95.0595,0,U,56292,999,7424,0.00040281,5.244e-05,0
STARLINK-30090,2023-056H,2024-08-15T21:01:17.904288,15.02519909,0.0001066,43.0039,72.3343,299.4359,60.6377,0,U,56293,999,7415,0.00053202,6.987e-05,0
STARLINK-30049,2023-056J,2024-08-15T20:56:28.371840,15.02559658,9.36e-05,43.0029,72.2574,284.5642,75.5097,0,U,56294,999,7415,0.00059351,7.828e-05,0
STARLINK-30083,2023-056K,2024-08-16T19:07:48.668448,15.02539645,0.0001295,43.0029,41.0552,277.1363,82.9332,0,U,56295,999,7400,2.3944e-05,1.2e-06,0
STARLINK-30089,2023-056L,2024-08-16T19:08:09.991104,15.02560988,0.0002252,43.0037,28.0233,249.5295,110.5305,0,U,56296,999,7414,0.00082991,0.00011032,0
STARLINK-30086,2023-056M,2024-08-16T06:02:05.902944,15.02532143,5.52e-05,43.0006,69.9392,301.2333,58.8455,0,U,56297,999,7421,0.0001401,1.689e-05,0
STARLINK-30109,2023-056N,2024-08-16T06:11:41.302752,15.02531011,8.55e-05,43.0003,69.9921,299.3614,60.7143,0,U,56298,999,7362,-3.2705e-05,-6.45e-06,0
STARLINK-30108,2023-056P,2024-08-16T05:24:16.174080,15.02537626,0.0001376,43.0046,57.6073,287.301,72.7681,0,U,56299,999,7441,0.00046539,6.089e-05,0
STARLINK-30104,2023-056Q,2024-08-16T21:01:50.690496,15.02539501,0.0001066,43.0042,66.11,293.1327,66.9403,0,U,56300,999,7371,8.392e-06,-9e-07,0
STARLINK-30101,2023-056R,2024-08-16T05:47:42.829152,15.02545644,8.75e-05,43.0013,69.9276,265.7471,94.3271,0,U,56301,999,7362,0.00024557,3.116e-05,0
STARLINK-30111,2023-056S,2024-08-15T20:03:45.183168,15.02537224,6.37e-05,42.9997,71.9821,266.9254,93.1516,0,U,56302,999,7421,0.00043758,5.713e-05,0
STARLINK-30099,2023-056U,2024-08-15T19:58:56.689248,15.02551558,7.31e-05,42.9982,71.9472,238.7835,121.2935,0,U,56304,999,7421,0.00074893,9.932e-05,0
STARLINK-30094,2023-056V,2024-08-15T19:54:09.309024,15.02522948,0.0001025,43.0042,71.9064,271.7423,88.3302,0,U,56305,999,7421,0.00033054,4.263e-05,0
STARLINK-30112,2023-056W,2024-08-15T20:08:31.853184,15.0256168,6.52e-05,42.9998,72.005,116.15,243.941,0,U,56306,999,7421,0.0011729,0.00015687,0
POEM-2,2023-057A,2024-08-16T18:38:34.039104,14.90812723,0.0022065,9.8885,74.2859,165.9206,194.1622,0,U,56308,999,7203,0.00058335,6.6e-05,0
LUMELITE-4,2023-057B,2024-08-15T20:46:16.298688,15.03100459,0.0007381,9.9943,32.8425,23.6132,336.4421,0,U,56309,999,7233,0.0012985,0.0001882,0
TELEOS-2,2023-057C,2024-08-13T18:40:18.789600,14.96503302,0.0001195,9.9884,60.1223,279.7917,80.2162,0,U,56310,999,7191,0.0018369,0.000222,0
STARLINK-6038,2023-058A,2024-08-16T06:23:10.122432,15.01286835,0.0004581,97.6531,229.1791,92.0239,268.151,0,U,56317,999,7219,0.00046804,5.963e-05,0
STARLINK-5954,2023-058B,2024-08-15T23:53:55.199328,15.01297444,0.0004698,97.652,228.9167,76.0617,284.113,0,U,56318,999,7215,0.0007682,9.833e-05,0
STARLINK-6039,2023-058C,2024-08-16T06:15:11.170080,15.01275457,0.0003868,97.6525,229.1791,83.8424,276.3241,0,U,56319,999,7219,0.00036769,4.669e-05,0
STARLINK-5988,2023-058D,2024-08-16T06:23:30.975072,15.01284495,0.0004097,97.6541,229.1775,85.2856,274.8836,0,U,56320,999,7220,0.00040774,5.186e-05,0
STARLINK-5876,2023-058E,2024-08-16T17:19:00.934176,15.01277705,0.000223,97.6535,229.6396,124.4865,235.657,0,U,56321,999,7210,0.00015669,1.955e-05,0
STARLINK-6033,2023-058F,2024-08-15T23:56:35.200032,15.01294207,0.0005148,97.6524,228.9165,85.8234,274.3579,0,U,56322,999,7215,0.00075828,9.705e-05,0
STARLINK-6035,2023-058G,2024-08-16T06:09:48.939552,15.01258603,0.0002867,97.6532,229.1794,82.3211,277.8339,0,U,56323,999,7218,-0.00013562,-1.801e-05,0
STARLINK-6034,2023-058H,2024-08-16T06:12:30.100608,15.01297127,0.0003999,97.6527,229.1774,92.2236,267.9446,0,U,56324,999,7219,0.00049273,6.282e-05,0
STARLINK-5981,2023-058J,2024-08-16T17:11:01.076352,15.01266802,8.77e-05,97.6531,229.6479,107.7935,252.3385,0,U,56325,999,7212,-5.6434e-05,-7.84e-06,0
STARLINK-5980,2023-058K,2024-08-16T06:12:51.035328,15.01268604,0.0004112,97.6529,229.1775,89.2568,270.9127,0,U,56326,999,7219,0.00029304,3.708e-05,0
STARLINK-5997,2023-058L,2024-08-16T05:51:31.180896,15.01273551,7.25e-05,97.6532,229.1944,173.7129,186.4104,0,U,56327,999,7254,0.0008127,0.00010399,0
STARLINK-5992,2023-058M,2024-08-16T14:01:42.394080,15.01290084,1.49e-05,97.6528,229.5144,244.6546,115.4662,0,U,56328,999,7210,0.00034158,4.335e-05,0
STARLINK-5984,2023-058N,2024-08-16T17:08:20.451840,15.0127483,7.21e-05,97.6531,229.649,150.9047,209.2218,0,U,56329,999,7212,-0.00011909,-1.589e-05,0
STARLINK-5967,2023-058P,2024-08-16T14:02:04.209216,15.01262855,8.04e-05,97.6533,229.5149,103.5805,256.5509,0,U,56330,999,7259,3.4558e-05,3.85e-06,0
STARLINK-5991,2023-058Q,2024-08-16T05:48:29.321856,15.01281906,0.0001788,97.6531,229.1968,177.1349,182.9885,0,U,56331,999,7254,0.00049867,6.356e-05,0
STARLINK-5093,2023-058R,2024-08-16T06:04:29.791776,15.01275712,0.0001496,97.6531,229.1837,88.6996,271.4399,0,U,56332,999,7254,0.00051568,6.573e-05,0
STARLINK-5553,2023-058S,2024-08-16T05:45:49.051584,15.01294455,0.0002008,97.6533,229.1999,168.0441,192.0831,0,U,56333,999,7205,0.00075681,9.684e-05,0
STARLINK-5548,2023-058T,2024-08-16T05:51:09.322560,15.01265046,0.0001171,97.6535,229.1945,179.7763,180.3462,0,U,56334,999,7254,0.00041789,5.313e-05,0
STARLINK-5559,2023-058U,2024-08-16T10:26:07.882944,15.01270128,0.0001463,97.6537,229.4035,125.6448,234.4912,0,U,56335,999,7257,0.00047078,5.995e-05,0
STARLINK-5562,2023-058V,2024-08-16T12:17:44.149920,15.01276317,0.0001072,97.653,229.4554,174.2635,185.8602,0,U,56336,999,7209,-6.2525e-05,-8.62e-06,0
STARLINK-5561,2023-058W,2024-08-16T05:40:50.199168,15.01298436,0.0001958,97.6535,229.2043,143.9695,216.1661,0,U,56337,999,7254,0.00088088,0.00011285,0
STARLINK-5554,2023-058X,2024-08-16T05:43:09.085440,15.0129277,0.0001932,97.6531,229.2016,153.8137,206.3185,0,U,56338,999,7254,0.00056186,7.171e-05,0
STARLINK-5552,2023-058Y,2024-08-15T23:08:34.681920,15.01258378,0.0001129,97.6561,228.9512,98.5702,261.565,0,U,56339,999,7201,0.00073987,9.456e-05,0
STARLINK-5540,2023-058Z,2024-08-16T05:40:29.086464,15.01297376,0.0002415,97.6537,229.2049,155.6086,204.5253,0,U,56340,999,7254,0.00081089,0.00010382,0
STARLINK-5543,2023-058AA,2024-08-16T10:25:45.409440,15.01267156,0.00015,97.6539,229.4053,136.3565,223.7778,0,U,56341,999,7257,0.00011294,1.392e-05,0
STARLINK-5955,2023-058AB,2024-08-16T18:22:59.316384,15.01276879,0.0001735,97.6545,229.7363,127.5614,232.5768,0,U,56342,999,7213,8.5484e-05,1.04e-05,0
STARLINK-5976,2023-058AC,2024-08-16T00:36:33.325344,15.01296033,0.000204,97.6554,229.0333,82.6292,277.5164,0,U,56343,999,7251,0.0009638,0.00012354,0
STARLINK-5974,2023-058AD,2024-08-16T10:17:46.721472,15.01251664,0.000167,97.6577,229.4168,69.4936,290.6467,0,U,56344,999,7257,0.00070425,8.996e-05,0
STARLINK-5979,2023-058AE,2024-08-16T21:21:36.717120,15.01263307,0.0001858,97.6556,229.8923,77.3206,282.8226,0,U,56345,999,7215,-0.00023377,-3.061e-05,0
STARLINK-5837,2023-058AF,2024-08-16T10:15:05.601888,15.01274737,0.0001728,97.6568,229.4221,89.8654,270.2768,0,U,56346,999,7257,-4.5007e-05,-6.37e-06,0
STARLINK-5829,2023-058AG,2024-08-16T21:18:56.933280,15.01274916,0.0001717,97.6569,229.8949,79.993,280.1488,0,U,56347,999,7215,2.1077e-05,2.12e-06,0
STARLINK-5888,2023-058AH,2024-08-15T23:06:15.821568,15.01293648,0.0001523,97.6566,228.9555,87.6413,272.4985,0,U,56348,999,7250,0.00086322,0.00011056,0
